"Category","Application_Date","Latitude","Longitude"
"COMMERCIAL","01/28/2016","47.62432913","-122.33496594"
"SINGLE FAMILY / DUPLEX","08/27/2015","47.68221197","-122.39383904"
"SINGLE FAMILY / DUPLEX","08/01/2016","47.70919291","-122.36271227"
"SINGLE FAMILY / DUPLEX","04/26/2017","47.65145579","-122.33361173"
"MULTIFAMILY","10/21/2016","47.62764096","-122.32057663"
"SINGLE FAMILY / DUPLEX","11/07/2016","47.70990315","-122.35710992"
"SINGLE FAMILY / DUPLEX","02/16/2017","47.54443589","-122.38833793"
"COMMERCIAL","10/05/2016","47.63377733","-122.37560575"
"SINGLE FAMILY / DUPLEX","10/30/2017","47.68423314","-122.36454777"
"SINGLE FAMILY / DUPLEX","10/26/2017","47.52066159","-122.3575513"
"COMMERCIAL","10/05/2016","47.59894361","-122.32004796"
"MULTIFAMILY","01/08/2014","47.66750393","-122.31162565"
"SINGLE FAMILY / DUPLEX","03/09/2016","47.6971557","-122.29686515"
"SINGLE FAMILY / DUPLEX","08/03/2016","47.55634758","-122.38101054"
"SINGLE FAMILY / DUPLEX","01/26/2016","47.67785912","-122.26656944"
"COMMERCIAL","07/28/2016","47.59889419","-122.3203912"
"COMMERCIAL","10/05/2016","47.63377733","-122.37560575"
"SINGLE FAMILY / DUPLEX","03/23/2016","47.63171461","-122.3549167"
"SINGLE FAMILY / DUPLEX","08/08/2017","47.59586057","-122.30092688"
"COMMERCIAL","11/30/2016","47.61814082","-122.33218454"
"MULTIFAMILY","12/22/2015","47.64783172","-122.38362613"
"SINGLE FAMILY / DUPLEX","02/17/2017","47.61960238","-122.2988438"
"SINGLE FAMILY / DUPLEX","10/18/2013","47.6784629","-122.39165768"
"SINGLE FAMILY / DUPLEX","04/18/2017","47.5351643","-122.26972947"
"SINGLE FAMILY / DUPLEX","11/19/2015","47.62282817","-122.29965487"
"SINGLE FAMILY / DUPLEX","09/28/2016","47.68560925","-122.30916616"
"SINGLE FAMILY / DUPLEX","05/18/2017","47.68373194","-122.27473167"
"SINGLE FAMILY / DUPLEX","12/22/2015","47.68270365","-122.32344446"
"SINGLE FAMILY / DUPLEX","09/29/2016","47.64757929","-122.36122117"
"SINGLE FAMILY / DUPLEX","10/23/2015","47.55796465","-122.26644855"
"SINGLE FAMILY / DUPLEX","07/21/2017","47.66098385","-122.35407553"
"SINGLE FAMILY / DUPLEX","05/18/2017","47.63762953","-122.34259304"
"SINGLE FAMILY / DUPLEX","07/28/2017","47.58857365","-122.29987435"
"SINGLE FAMILY / DUPLEX","06/20/2017","47.55212065","-122.28220422"
"COMMERCIAL","11/30/2016","47.61801358","-122.3320086"
"SINGLE FAMILY / DUPLEX","05/22/2015","47.62790566","-122.28717586"
"SINGLE FAMILY / DUPLEX","04/20/2016","47.64918257","-122.41457615"
"MULTIFAMILY","10/31/2017","47.6743879","-122.38579162"
"SINGLE FAMILY / DUPLEX","07/08/2016","47.6529861","-122.40202841"
"MULTIFAMILY","10/31/2017","47.66210142","-122.32046035"
"MULTIFAMILY","10/18/2017","47.55940704","-122.38115569"
"COMMERCIAL","11/30/2016","47.61823604","-122.33238026"
"MULTIFAMILY","05/19/2017","47.70999537","-122.31737742"
"SINGLE FAMILY / DUPLEX","09/17/2017","47.64832592","-122.41038271"
"SINGLE FAMILY / DUPLEX","06/13/2016","47.56563879","-122.37712736"
"SINGLE FAMILY / DUPLEX","05/20/2014","47.6530992","-122.40284281"
"SINGLE FAMILY / DUPLEX","06/10/2015","47.65334754","-122.39653932"
"MULTIFAMILY","05/12/2017","47.66999032","-122.38852532"
"SINGLE FAMILY / DUPLEX","09/27/2016","47.57536018","-122.31627431"
"COMMERCIAL","05/19/2017","47.61997251","-122.33887307"
"SINGLE FAMILY / DUPLEX","12/23/2015","47.70113821","-122.33909906"
"MULTIFAMILY","03/01/2016","47.56574477","-122.37709604"
"SINGLE FAMILY / DUPLEX","02/21/2017","47.57875989","-122.39705707"
"SINGLE FAMILY / DUPLEX","04/17/2017","47.55353317","-122.27323266"
"COMMERCIAL","09/06/2017","47.60633867","-122.32335805"
"SINGLE FAMILY / DUPLEX","11/14/2016","47.55755678","-122.282685"
"INSTITUTIONAL","11/01/2017","47.58427418","-122.30514774"
"SINGLE FAMILY / DUPLEX","01/26/2016","47.678815","-122.2679504"
"SINGLE FAMILY / DUPLEX","08/16/2017","47.68716184","-122.3577424"
"SINGLE FAMILY / DUPLEX","10/16/2015","47.68154311","-122.32424522"
"SINGLE FAMILY / DUPLEX","04/22/2016","47.63417227","-122.27882509"
"COMMERCIAL","10/05/2016","47.59860112","-122.31990265"
"SINGLE FAMILY / DUPLEX","08/08/2017","47.68065222","-122.30137625"
"COMMERCIAL","08/09/2017","47.62122218","-122.33940733"
"SINGLE FAMILY / DUPLEX","06/13/2016","47.69323765","-122.31100518"
"SINGLE FAMILY / DUPLEX","05/22/2017","47.69131539","-122.34054101"
"SINGLE FAMILY / DUPLEX","12/14/2015","47.71576854","-122.2847796"
"SINGLE FAMILY / DUPLEX","04/04/2017","47.68039135","-122.29117599"
"COMMERCIAL","11/29/2016","47.61844045","-122.30414413"
"SINGLE FAMILY / DUPLEX","11/16/2016","47.68757118","-122.37719047"
"SINGLE FAMILY / DUPLEX","07/17/2013","47.65890609","-122.27210036"
"SINGLE FAMILY / DUPLEX","09/04/2015","47.55323972","-122.30765051"
"COMMERCIAL","10/05/2016","47.59865165","-122.32028108"
"COMMERCIAL","03/14/2016","47.6877806","-122.29025441"
"SINGLE FAMILY / DUPLEX","10/07/2013","47.69370985","-122.36311624"
"SINGLE FAMILY / DUPLEX","11/25/2017","47.69853163","-122.28656671"
"SINGLE FAMILY / DUPLEX","06/27/2017","47.67648904","-122.29139341"
"SINGLE FAMILY / DUPLEX","08/31/2017","47.67885885","-122.30091442"
"SINGLE FAMILY / DUPLEX","02/14/2017","47.64728991","-122.40333533"
"COMMERCIAL","08/17/2016","47.57770886","-122.31020487"
"COMMERCIAL","11/02/2017","47.55500566","-122.27073997"
"SINGLE FAMILY / DUPLEX","12/07/2015","47.67571898","-122.39425997"
"SINGLE FAMILY / DUPLEX","05/22/2017","47.59494363","-122.38615554"
"SINGLE FAMILY / DUPLEX","10/01/2015","47.63875017","-122.32437049"
"SINGLE FAMILY / DUPLEX","09/11/2013","47.64045582","-122.40579828"
"MULTIFAMILY","11/03/2015","47.61334989","-122.32312813"
"SINGLE FAMILY / DUPLEX","05/12/2016","47.55525939","-122.2988896"
"COMMERCIAL","10/15/2013","47.61305209","-122.30781972"
"SINGLE FAMILY / DUPLEX","11/08/2016","47.64193368","-122.34994058"
"MULTIFAMILY","07/27/2016","47.66020188","-122.36371168"
"MULTIFAMILY","06/17/2005","47.61343565","-122.31642934"
"INSTITUTIONAL","01/25/2017","47.63408356","-122.28484642"
"SINGLE FAMILY / DUPLEX","10/31/2016","47.72469132","-122.31015069"
"INSTITUTIONAL","01/25/2017","47.63408356","-122.28484642"
"SINGLE FAMILY / DUPLEX","10/17/2016","47.63827345","-122.34411689"
"MULTIFAMILY","12/28/2016","47.59400017","-122.29705373"
"MULTIFAMILY","09/07/2017","47.67640699","-122.31935667"
"SINGLE FAMILY / DUPLEX","06/30/2015","47.67869607","-122.30316559"
"SINGLE FAMILY / DUPLEX","04/19/2016","47.71129031","-122.30580824"
"SINGLE FAMILY / DUPLEX","12/14/2015","47.71582458","-122.28500599"
"SINGLE FAMILY / DUPLEX","09/02/2016","47.59494151","-122.38603561"
"COMMERCIAL","04/17/2017","47.59196501","-122.29281446"
"SINGLE FAMILY / DUPLEX","06/29/2017","47.66776822","-122.3382659"
"MULTIFAMILY","01/17/2017","47.69446557","-122.38053576"
"SINGLE FAMILY / DUPLEX","03/08/2017","47.59572786","-122.30086652"
"COMMERCIAL","09/30/2013","47.62178193","-122.33550518"
"COMMERCIAL","02/05/2016","47.66254948","-122.29499488"
"MULTIFAMILY","11/22/2016","47.57686222","-122.40840543"
"COMMERCIAL","04/08/2016","47.68431815","-122.37622284"
"SINGLE FAMILY / DUPLEX","11/28/2016","47.70628806","-122.33787213"
"SINGLE FAMILY / DUPLEX","11/03/2017","47.54617158","-122.30380684"
"MULTIFAMILY","12/16/2016","47.61255446","-122.3111889"
"SINGLE FAMILY / DUPLEX","06/23/2017","47.6917333","-122.37872265"
"SINGLE FAMILY / DUPLEX","03/23/2016","47.65334821","-122.3562956"
"SINGLE FAMILY / DUPLEX","07/21/2016","47.65094899","-122.33659502"
"COMMERCIAL","02/28/2017","47.57298267","-122.32950046"
"SINGLE FAMILY / DUPLEX","01/06/2017","47.67407684","-122.27198949"
"MULTIFAMILY","12/23/2016","47.61628207","-122.31305373"
"SINGLE FAMILY / DUPLEX","07/12/2017","47.56585964","-122.29020458"
"SINGLE FAMILY / DUPLEX","09/14/2016","47.55629165","-122.39149119"
"SINGLE FAMILY / DUPLEX","02/02/2017","47.67364305","-122.38051246"
"SINGLE FAMILY / DUPLEX","05/19/2017","47.64707606","-122.35907251"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.55726248","-122.28282644"
"COMMERCIAL","11/03/2017","47.63125948","-122.35094536"
"SINGLE FAMILY / DUPLEX","11/09/2015","47.67635075","-122.31460708"
"MULTIFAMILY","07/27/2016","47.7329444","-122.34265824"
"SINGLE FAMILY / DUPLEX","01/24/2017","47.68358393","-122.39540571"
"SINGLE FAMILY / DUPLEX","07/18/2013","47.63725687","-122.33070879"
"SINGLE FAMILY / DUPLEX","11/03/2017","47.68039957","-122.32266482"
"SINGLE FAMILY / DUPLEX","04/04/2017","47.67857519","-122.39671588"
"MULTIFAMILY","12/09/2015","47.7074762","-122.3225044"
"MULTIFAMILY","09/28/2016","47.69579406","-122.35030835"
"COMMERCIAL","09/30/2013","47.62116459","-122.33477595"
"SINGLE FAMILY / DUPLEX","08/11/2017","47.59503512","-122.29949798"
"SINGLE FAMILY / DUPLEX","11/03/2017","47.54620682","-122.30389892"
"COMMERCIAL","08/31/2016","47.61438165","-122.32229682"
"SINGLE FAMILY / DUPLEX","08/14/2017","47.61794213","-122.29509058"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.67702694","-122.31951848"
"SINGLE FAMILY / DUPLEX","06/11/2017","47.68895352","-122.35847174"
"SINGLE FAMILY / DUPLEX","08/08/2017","47.66800895","-122.33921153"
"SINGLE FAMILY / DUPLEX","11/28/2016","47.6821097","-122.27266937"
"SINGLE FAMILY / DUPLEX","05/16/2017","47.67841402","-122.27058107"
"SINGLE FAMILY / DUPLEX","07/25/2017","47.65477121","-122.35398388"
"SINGLE FAMILY / DUPLEX","03/09/2016","47.68206743","-122.29184821"
"SINGLE FAMILY / DUPLEX","11/14/2016","47.64901249","-122.40822168"
"MULTIFAMILY","10/04/2016","47.67469331","-122.35467336"
"SINGLE FAMILY / DUPLEX","08/14/2017","47.61778026","-122.29513963"
"SINGLE FAMILY / DUPLEX","03/05/2014","47.67563953","-122.39035522"
"SINGLE FAMILY / DUPLEX","11/06/2017","47.67684492","-122.31167455"
"MULTIFAMILY","12/21/2016","47.55722935","-122.28596699"
"SINGLE FAMILY / DUPLEX","11/14/2015","47.68750486","-122.3159169"
"SINGLE FAMILY / DUPLEX","08/06/2015","47.65832493","-122.35136758"
"MULTIFAMILY","08/08/2016","47.56594076","-122.3721639"
"INSTITUTIONAL","05/12/2015","47.6429976","-122.32086895"
"SINGLE FAMILY / DUPLEX","11/06/2017","47.67696662","-122.31167133"
"SINGLE FAMILY / DUPLEX","06/26/2015","47.64618756","-122.3836788"
"SINGLE FAMILY / DUPLEX","05/04/2016","47.6182168","-122.31399094"
"INSTITUTIONAL","03/03/2017","47.68644125","-122.38906509"
"SINGLE FAMILY / DUPLEX","07/08/2016","47.65663146","-122.38921338"
"SINGLE FAMILY / DUPLEX","08/13/2017","47.68735","-122.32326727"
"MULTIFAMILY","08/13/2017","47.59859166","-122.31142165"
"MULTIFAMILY","08/24/2015","47.64056835","-122.32809434"
"SINGLE FAMILY / DUPLEX","04/29/2016","47.68957039","-122.33807008"
"SINGLE FAMILY / DUPLEX","10/17/2016","47.65694989","-122.35141787"
"SINGLE FAMILY / DUPLEX","11/16/2016","47.6860437","-122.37819608"
"SINGLE FAMILY / DUPLEX","10/08/2015","47.62761377","-122.28718441"
"INSTITUTIONAL","03/03/2017","47.68503873","-122.2826822"
"MULTIFAMILY","05/10/2017","47.63885941","-122.38813216"
"COMMERCIAL","09/19/2017","47.65377058","-122.34765492"
"MULTIFAMILY","02/17/2016","47.62629031","-122.32268625"
"SINGLE FAMILY / DUPLEX","10/16/2015","47.56132172","-122.26760874"
"INSTITUTIONAL","03/03/2017","47.57269487","-122.39674542"
"MULTIFAMILY","06/15/2015","47.62098595","-122.29705339"
"SINGLE FAMILY / DUPLEX","03/06/2017","47.67312791","-122.29357245"
"SINGLE FAMILY / DUPLEX","03/06/2017","47.57007574","-122.37214785"
"SINGLE FAMILY / DUPLEX","06/16/2016","47.57276109","-122.29646638"
"SINGLE FAMILY / DUPLEX","03/06/2017","47.55975194","-122.3613446"
"SINGLE FAMILY / DUPLEX","10/05/2015","47.71847606","-122.33578562"
"SINGLE FAMILY / DUPLEX","08/15/2017","47.69623632","-122.36958512"
"SINGLE FAMILY / DUPLEX","03/15/2017","47.52060773","-122.39436795"
"MULTIFAMILY","11/06/2017","47.696698","-122.3400309"
"SINGLE FAMILY / DUPLEX","08/11/2016","47.67035878","-122.32709645"
"SINGLE FAMILY / DUPLEX","03/30/2016","47.69451025","-122.35695679"
"SINGLE FAMILY / DUPLEX","07/28/2015","47.70225543","-122.27578332"
"COMMERCIAL","05/26/2017","47.67988714","-122.31789626"
"SINGLE FAMILY / DUPLEX","05/10/2017","47.51600983","-122.37706136"
"COMMERCIAL","03/24/2015","47.61894243","-122.35448384"
"SINGLE FAMILY / DUPLEX","09/22/2017","47.68278901","-122.35476839"
"COMMERCIAL","06/20/2017","47.60896713","-122.33482136"
"SINGLE FAMILY / DUPLEX","11/21/2016","47.66961273","-122.25774683"
"COMMERCIAL","03/07/2017","47.57004743","-122.37149716"
"COMMERCIAL","10/31/2016","47.69532615","-122.35579615"
"SINGLE FAMILY / DUPLEX","09/22/2017","47.66255649","-122.30624308"
"SINGLE FAMILY / DUPLEX","11/07/2017","47.56446092","-122.38842108"
"MULTIFAMILY","04/18/2016","47.6939539","-122.35426157"
"SINGLE FAMILY / DUPLEX","06/06/2016","47.61889103","-122.30507666"
"SINGLE FAMILY / DUPLEX","09/07/2016","47.65386964","-122.33970814"
"SINGLE FAMILY / DUPLEX","07/31/2015","47.67329981","-122.38870377"
"MULTIFAMILY","12/10/2015","47.65907469","-122.31952638"
"MULTIFAMILY","04/18/2016","47.69407027","-122.35424965"
"SINGLE FAMILY / DUPLEX","06/19/2017","47.5510122","-122.38140885"
"MULTIFAMILY","03/07/2017","47.56902534","-122.29744134"
"SINGLE FAMILY / DUPLEX","10/14/2016","47.56540138","-122.36413674"
"MULTIFAMILY","08/01/2016","47.68303877","-122.38792822"
"SINGLE FAMILY / DUPLEX","02/23/2016","47.62500007","-122.29963055"
"SINGLE FAMILY / DUPLEX","05/12/2016","47.66372539","-122.31911327"
"SINGLE FAMILY / DUPLEX","09/24/2012","47.72662133","-122.28532461"
"COMMERCIAL","04/16/2015","47.61689116","-122.33411022"
"MULTIFAMILY","03/02/2015","47.66183692","-122.30868328"
"SINGLE FAMILY / DUPLEX","12/17/2014","47.54586922","-122.28917864"
"SINGLE FAMILY / DUPLEX","05/26/2017","47.69153684","-122.31918844"
"SINGLE FAMILY / DUPLEX","01/06/2017","47.68007551","-122.38897373"
"SINGLE FAMILY / DUPLEX","11/07/2017","47.72456011","-122.3029951"
"SINGLE FAMILY / DUPLEX","02/28/2017","47.68626578","-122.29361402"
"SINGLE FAMILY / DUPLEX","05/22/2017","47.68533276","-122.35341334"
"SINGLE FAMILY / DUPLEX","01/19/2016","47.68448803","-122.32525232"
"SINGLE FAMILY / DUPLEX","11/07/2017","47.63069283","-122.27964764"
"MULTIFAMILY","07/29/2016","47.63572195","-122.37094868"
"SINGLE FAMILY / DUPLEX","09/14/2016","47.70343993","-122.34984891"
"SINGLE FAMILY / DUPLEX","01/20/2017","47.58727179","-122.30921288"
"SINGLE FAMILY / DUPLEX","11/30/2016","47.58853269","-122.30284878"
"SINGLE FAMILY / DUPLEX","06/06/2016","47.61902806","-122.30513221"
"MULTIFAMILY","06/27/2016","47.62069424","-122.31041677"
"SINGLE FAMILY / DUPLEX","04/14/2017","47.6893068","-122.34568121"
"SINGLE FAMILY / DUPLEX","02/14/2014","47.52320575","-122.35255874"
"SINGLE FAMILY / DUPLEX","03/09/2016","47.64105508","-122.31365242"
"SINGLE FAMILY / DUPLEX","08/30/2013","47.52200238","-122.3575247"
"INSTITUTIONAL","09/20/2016","47.61176177","-122.31459347"
"COMMERCIAL","07/23/2014","47.55232798","-122.27852486"
"COMMERCIAL","05/19/2017","47.65614738","-122.34262263"
"MULTIFAMILY","06/15/2016","47.61215899","-122.28969883"
"COMMERCIAL","05/23/2014","47.72144529","-122.29163727"
"SINGLE FAMILY / DUPLEX","10/05/2013","47.5343985","-122.36003316"
"COMMERCIAL","05/31/2013","47.63529436","-122.37729945"
"SINGLE FAMILY / DUPLEX","02/09/2016","47.63697428","-122.36193252"
"SINGLE FAMILY / DUPLEX","08/05/2013","47.53257225","-122.2690876"
"SINGLE FAMILY / DUPLEX","08/01/2016","47.65964654","-122.32544256"
"SINGLE FAMILY / DUPLEX","03/27/2014","47.67162577","-122.26640722"
"SINGLE FAMILY / DUPLEX","03/09/2017","47.60925281","-122.3030202"
"SINGLE FAMILY / DUPLEX","05/26/2017","47.54880145","-122.30558663"
"SINGLE FAMILY / DUPLEX","11/08/2017","47.62344452","-122.31636643"
"SINGLE FAMILY / DUPLEX","11/08/2017","47.62344452","-122.31636643"
"COMMERCIAL","01/19/2017","47.57775082","-122.38705547"
"MULTIFAMILY","10/16/2014","47.58383869","-122.37510056"
"MULTIFAMILY","10/12/2013","47.58190439","-122.40197131"
"SINGLE FAMILY / DUPLEX","07/24/2014","47.64322937","-122.38556928"
"COMMERCIAL","06/24/2014","47.66853804","-122.3537027"
"SINGLE FAMILY / DUPLEX","09/27/2013","47.54828517","-122.39821763"
"SINGLE FAMILY / DUPLEX","11/12/2013","47.73197135","-122.35937509"
"SINGLE FAMILY / DUPLEX","01/21/2016","47.64890015","-122.40330786"
"SINGLE FAMILY / DUPLEX","05/20/2014","47.54113247","-122.32633972"
"SINGLE FAMILY / DUPLEX","06/17/2013","47.68769672","-122.39938171"
"SINGLE FAMILY / DUPLEX","11/12/2013","47.67392812","-122.32501117"
"SINGLE FAMILY / DUPLEX","05/13/2014","47.69155158","-122.36251418"
"MULTIFAMILY","07/28/2016","47.58532107","-122.39851749"
"SINGLE FAMILY / DUPLEX","08/17/2017","47.62386005","-122.31912612"
"SINGLE FAMILY / DUPLEX","05/30/2017","47.64078952","-122.3060798"
"COMMERCIAL","01/12/2016","47.60567954","-122.32734681"
"SINGLE FAMILY / DUPLEX","08/30/2016","47.55408031","-122.36027133"
"SINGLE FAMILY / DUPLEX","03/10/2017","47.5546331","-122.30254007"
"MULTIFAMILY","04/04/2015","47.61777564","-122.31327276"
"MULTIFAMILY","11/06/2015","47.62786811","-122.34681986"
"COMMERCIAL","12/21/2016","47.61431284","-122.31529281"
"SINGLE FAMILY / DUPLEX","06/15/2015","47.57094123","-122.28789222"
"SINGLE FAMILY / DUPLEX","03/10/2017","47.55398706","-122.38218503"
"SINGLE FAMILY / DUPLEX","02/19/2014","47.52445548","-122.27765503"
"MULTIFAMILY","08/17/2017","47.68913188","-122.37728252"
"SINGLE FAMILY / DUPLEX","12/27/2016","47.69522748","-122.33541434"
"MULTIFAMILY","08/17/2017","47.65736034","-122.34826723"
"MULTIFAMILY","07/25/2013","47.66461107","-122.31718245"
"SINGLE FAMILY / DUPLEX","08/17/2017","47.56428702","-122.39374835"
"SINGLE FAMILY / DUPLEX","11/08/2017","47.62344452","-122.31636643"
"MULTIFAMILY","10/01/2015","47.63888523","-122.32422098"
"SINGLE FAMILY / DUPLEX","10/30/2015","47.56058504","-122.36281267"
"SINGLE FAMILY / DUPLEX","12/02/2014","47.58957127","-122.29327689"
"SINGLE FAMILY / DUPLEX","11/08/2017","47.62344452","-122.31636643"
"SINGLE FAMILY / DUPLEX","07/26/2016","47.69197643","-122.33210364"
"SINGLE FAMILY / DUPLEX","10/19/2015","47.53685563","-122.37712703"
"MULTIFAMILY","10/27/2017","47.62064636","-122.31724934"
"MULTIFAMILY","03/09/2017","47.6030311","-122.32196007"
"MULTIFAMILY","09/10/2015","47.59204634","-122.30165502"
"COMMERCIAL","12/05/2016","47.62155451","-122.34145342"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.54782385","-122.27710498"
"MULTIFAMILY","11/16/2016","47.67255078","-122.38915551"
"SINGLE FAMILY / DUPLEX","06/01/2017","47.57617644","-122.40974839"
"MULTIFAMILY","07/11/2016","47.71659051","-122.29312057"
"SINGLE FAMILY / DUPLEX","04/20/2017","47.6573826","-122.3438353"
"SINGLE FAMILY / DUPLEX","10/14/2016","47.52826581","-122.38389938"
"MULTIFAMILY","07/27/2016","47.73272309","-122.34733477"
"SINGLE FAMILY / DUPLEX","04/19/2016","47.54957088","-122.26227391"
"SINGLE FAMILY / DUPLEX","10/05/2016","47.67910056","-122.27003237"
"MULTIFAMILY","12/14/2015","47.54053179","-122.38688023"
"SINGLE FAMILY / DUPLEX","11/23/2015","47.5289909","-122.38594224"
"SINGLE FAMILY / DUPLEX","02/21/2017","47.67487062","-122.38893356"
"SINGLE FAMILY / DUPLEX","06/01/2017","47.69820226","-122.36310726"
"COMMERCIAL","04/11/2017","47.61287761","-122.32419935"
"SINGLE FAMILY / DUPLEX","06/01/2017","47.66788484","-122.33069561"
"COMMERCIAL","06/26/2017","47.61827068","-122.35039295"
"MULTIFAMILY","03/07/2017","47.66185159","-122.29315529"
"SINGLE FAMILY / DUPLEX","10/24/2016","47.51061995","-122.25147551"
"COMMERCIAL","08/12/2016","47.66896235","-122.37580319"
"MULTIFAMILY","08/12/2015","47.65885512","-122.34645552"
"MULTIFAMILY","04/26/2017","47.65097938","-122.3626948"
"COMMERCIAL","01/27/2017","47.55371797","-122.3875868"
"SINGLE FAMILY / DUPLEX","02/21/2017","47.58014231","-122.39096686"
"MULTIFAMILY","12/07/2016","47.67576302","-122.35454416"
"SINGLE FAMILY / DUPLEX","08/19/2015","47.53748016","-122.3914017"
"MULTIFAMILY","08/15/2016","47.65562017","-122.38656135"
"SINGLE FAMILY / DUPLEX","08/21/2017","47.55698788","-122.38119188"
"COMMERCIAL","06/14/2016","47.6123067","-122.28964641"
"SINGLE FAMILY / DUPLEX","03/06/2017","47.67709973","-122.35105977"
"SINGLE FAMILY / DUPLEX","11/22/2016","47.55247918","-122.27080703"
"MULTIFAMILY","12/28/2016","47.57317022","-122.29600417"
"MULTIFAMILY","06/02/2017","47.62267315","-122.32279676"
"SINGLE FAMILY / DUPLEX","12/10/2015","47.58329702","-122.31502563"
"SINGLE FAMILY / DUPLEX","10/23/2015","47.72809508","-122.28798829"
"SINGLE FAMILY / DUPLEX","03/31/2016","47.66366962","-122.40266021"
"SINGLE FAMILY / DUPLEX","06/16/2014","47.55899721","-122.28849744"
"SINGLE FAMILY / DUPLEX","07/27/2016","47.66379932","-122.35460632"
"MULTIFAMILY","06/02/2017","47.70437013","-122.3651562"
"SINGLE FAMILY / DUPLEX","06/14/2016","47.67867844","-122.27258561"
"COMMERCIAL","06/02/2017","47.62033222","-122.35575266"
"SINGLE FAMILY / DUPLEX","06/23/2016","47.72270038","-122.29521288"
"SINGLE FAMILY / DUPLEX","03/31/2015","47.62872878","-122.350841"
"SINGLE FAMILY / DUPLEX","08/23/2016","47.65487421","-122.32763414"
"SINGLE FAMILY / DUPLEX","08/18/2017","47.69002732","-122.29183734"
"SINGLE FAMILY / DUPLEX","02/07/2006","47.66859201","-122.33199726"
"SINGLE FAMILY / DUPLEX","05/06/2016","47.66723775","-122.27766816"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.6767635","-122.31881823"
"MULTIFAMILY","05/06/2015","47.71846871","-122.29428696"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.67672303","-122.3189703"
"SINGLE FAMILY / DUPLEX","01/05/2017","47.62212956","-122.31597188"
"MULTIFAMILY","05/06/2015","47.71835468","-122.29428921"
"SINGLE FAMILY / DUPLEX","11/06/2017","47.67721665","-122.31166775"
"SINGLE FAMILY / DUPLEX","12/02/2015","47.65194973","-122.3691683"
"INDUSTRIAL","04/19/2013","47.66144483","-122.387245"
"COMMERCIAL","11/13/2017","47.60601964","-122.31570846"
"COMMERCIAL","02/15/2017","47.52317152","-122.35998202"
"SINGLE FAMILY / DUPLEX","03/17/2017","47.5508918","-122.28982892"
"MULTIFAMILY","02/15/2017","47.6014644","-122.29927448"
"MULTIFAMILY","05/06/2015","47.71803161","-122.29435483"
"MULTIFAMILY","09/08/2016","47.60586039","-122.3131217"
"SINGLE FAMILY / DUPLEX","05/26/2016","47.65210421","-122.37094505"
"SINGLE FAMILY / DUPLEX","11/22/2016","47.68606581","-122.39667694"
"SINGLE FAMILY / DUPLEX","06/05/2017","47.66937616","-122.25806564"
"COMMERCIAL","09/07/2017","47.62568886","-122.34808215"
"MULTIFAMILY","03/02/2015","47.65451464","-122.38579161"
"SINGLE FAMILY / DUPLEX","08/24/2017","47.67144591","-122.37833171"
"COMMERCIAL","12/30/2015","47.53492262","-122.37630228"
"MULTIFAMILY","05/06/2015","47.71787303","-122.29447656"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.67676831","-122.31919138"
"MULTIFAMILY","10/15/2015","47.65443126","-122.38539519"
"SINGLE FAMILY / DUPLEX","06/01/2017","47.66540556","-122.40815123"
"MULTIFAMILY","05/06/2015","47.71824472","-122.29430463"
"SINGLE FAMILY / DUPLEX","11/06/2017","47.67546332","-122.31406008"
"INDUSTRIAL","09/13/2014","47.53700203","-122.32108148"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.67676421","-122.31909905"
"MULTIFAMILY","11/09/2017","47.69180112","-122.37709303"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.67710279","-122.31927707"
"MULTIFAMILY","08/22/2017","47.62287326","-122.34001878"
"MULTIFAMILY","10/09/2017","47.5522748","-122.38676907"
"SINGLE FAMILY / DUPLEX","08/23/2016","47.69095849","-122.36481636"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.67702082","-122.31985672"
"SINGLE FAMILY / DUPLEX","10/24/2016","47.6439203","-122.37101554"
"SINGLE FAMILY / DUPLEX","05/23/2016","47.64482047","-122.40062784"
"MULTIFAMILY","08/17/2013","47.71896494","-122.29247667"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.67678422","-122.31991338"
"SINGLE FAMILY / DUPLEX","06/21/2016","47.643784","-122.37129489"
"COMMERCIAL","01/13/2014","47.64880393","-122.34079898"
"SINGLE FAMILY / DUPLEX","01/06/2017","47.50804299","-122.25030117"
"SINGLE FAMILY / DUPLEX","09/30/2016","47.63448426","-122.36405696"
"SINGLE FAMILY / DUPLEX","01/06/2017","47.68209862","-122.34764409"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.67677544","-122.31975753"
"MULTIFAMILY","11/28/2017","47.58889774","-122.38597374"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.67677536","-122.31933441"
"SINGLE FAMILY / DUPLEX","05/24/2017","47.67674893","-122.31946261"
"SINGLE FAMILY / DUPLEX","01/26/2017","47.57609778","-122.37998414"
"SINGLE FAMILY / DUPLEX","06/13/2017","47.55210995","-122.26053187"
"COMMERCIAL","03/28/2017","47.61695396","-122.339922"
