"Year","Coordinates: Latitude","Coordinates: Longitude"
"2010","47.65934697","-122.28947617"
"2010","47.67121199","-122.37811823"
"2010","47.69774094","-122.28310689"
"2010","47.69742846","-122.35967519"
"2010","47.58383401","-122.31625981"
"2010","47.53246568","-122.33305727"
"2010","47.58013413","-122.38150621"
"2010","47.56223908","-122.38714635"
"2010","47.54600611","-122.25960482"
"2010","47.54785873","-122.39711168"
"2010","47.65941157","-122.3586757"
"2010","47.66557843","-122.28992827"
"2010","47.63915925","-122.3211009"
"2010","47.67502616","-122.40155948"
"2010","47.62783989","-122.35057306"
"2010","47.65213354","-122.33360651"
"2010","47.72005835","-122.29167462"
"2010","47.72042419","-122.29107303"
"2010","47.65670002","-122.31510236"
"2010","47.67373586","-122.29197599"
"2010","47.66420011","-122.36975963"
"2010","47.70995069","-122.29302366"
"2010","47.62857731","-122.36397383"
"2010","47.5203192","-122.39417861"
"2010","47.6936095","-122.33882772"
"2010","47.61954927","-122.3190182"
"2010","47.51958724","-122.28743854"
"2010","47.64006007","-122.36064333"
"2010","47.60972729","-122.29019298"
"2010","47.72566993","-122.35854788"
"2010","47.68472422","-122.29409098"
"2010","47.70508967","-122.29017427"
"2010","47.60898868","-122.32024478"
"2010","47.69605942","-122.31636831"
"2010","47.66867974","-122.2660346"
"2010","47.59249585","-122.29066211"
"2010","47.6248471","-122.33547912"
"2010","47.62480191","-122.33674577"
"2010","47.62516111","-122.33487018"
"2010","47.62482685","-122.33630293"
"2010","47.62498078","-122.33884523"
"2010","47.62553839","-122.33482209"
"2010","47.62481854","-122.34072099"
"2010","47.65920082","-122.38504937"
"2010","47.65902201","-122.38522507"
"2010","47.70380375","-122.34990239"
"2010","47.68638529","-122.36387638"
"2010","47.64825761","-122.33415446"
"2010","47.58891419","-122.2997724"
"2010","47.62208508","-122.35399633"
"2010","47.62208508","-122.35399633"
"2010","47.62037756","-122.33628748"
"2010","47.68063712","-122.27132067"
"2010","47.68575345","-122.28825249"
"2010","47.66915419","-122.37459681"
"2010","47.61445789","-122.31335327"
"2010","47.66722063","-122.26924924"
"2010","47.71286908","-122.3363662"
"2010","47.60728805","-122.28485108"
"2010","47.65059258","-122.36162232"
"2010","47.67177963","-122.32704808"
"2010","47.54701347","-122.39881349"
"2010","47.53471112","-122.32566214"
"2010","47.66673465","-122.36933125"
